genes	logFC	logCPM	LR	PValue	FDR	
FADS1	-0.967442739	3.85137454	10.13826093	0.001452231	0.029134884	
LOC104972045	-1.841085908	3.512518126	10.13304416	0.001456347	0.029177157	
FDFT1	-0.441677089	6.47204291	10.12776534	0.001460524	0.029189378	
DSTN	-1.925826367	6.122971589	10.12609096	0.001461851	0.029189378	
YWHAQ	-0.482462611	6.881591902	10.12261826	0.001464608	0.029189378	
LOC407201	1.079874517	2.56060177	10.12213085	0.001464995	0.029189378	
LDLRAD4	0.596398686	6.893133765	10.11829012	0.001468051	0.029210199	
TNS1	1.556241221	1.086753235	10.11413945	0.001471361	0.029235258	
LOC101906968	0.948211812	1.480725516	10.11166716	0.001473336	0.029235258	
ECE1	-0.542755219	7.657770629	10.09749611	0.001484709	0.029420738	
GPR173	1.553583575	0.105556851	10.08724134	0.001492995	0.029544612	
LOC520336	-0.984704905	4.098363215	10.08447765	0.001495235	0.0295487	
ZBTB46	0.843123233	4.268607299	10.07482506	0.001503089	0.029663542	
LGR6	1.262803629	1.68433322	10.05743492	0.001517343	0.029904224	
JAZF1	0.880747012	3.399053772	10.04859076	0.001524645	0.030007416	
NMI	-0.66384128	6.870742811	10.04397839	0.001528467	0.030041935	
BACH2	0.874488306	6.499669092	10.04049557	0.00153136	0.030058114	
NDFIP2	-0.41264869	5.705288079	10.03036052	0.001539809	0.030183165	
HRH1	-1.196551668	2.581083317	10.02138499	0.001547331	0.030289729	
LOC104973322	1.082746247	2.314133498	10.01679238	0.001551194	0.030324482	
SLC22A20	2.111681416	-0.347430543	10.00085317	0.001564677	0.030546957	
LOC104971864	-2.832662612	0.01332971	9.989952565	0.001573967	0.030687067	
RBM11	-1.250280103	3.502738132	9.980452566	0.001582108	0.030778101	
TPM4	-0.470686112	6.787883011	9.979561462	0.001582874	0.030778101	
BOLA-DRB3	-0.71692778	10.20848536	9.961453029	0.001598518	0.031040749	
ENPP4	-0.542578557	4.504514134	9.956504276	0.001602821	0.031067653	
DOK2	-0.570906355	6.626827914	9.954942055	0.001604182	0.031067653	
HSBP1L1	-1.229815442	2.520889318	9.941462466	0.001615971	0.031254302	
EPHB1	1.624110374	0.462848012	9.934428982	0.001622157	0.031332231	
LPIN3	-0.865520622	2.04141445	9.894729825	0.001657528	0.031972898	
PER2	1.604159685	-0.242895573	9.887659635	0.001663909	0.032019433	
LOC521224	-0.977709424	3.633424705	9.887172458	0.001664349	0.032019433	
VGLL4	0.532861455	4.419785735	9.87510498	0.0016753	0.032185418	
FAM129C	-0.521696624	6.50886433	9.872790907	0.001677409	0.032185418	
CNTN2	1.282087164	1.417638951	9.860787156	0.001688389	0.032353355	
GZMA	-1.566506802	4.82378781	9.855331277	0.001693403	0.032382715	
LOC101906302	1.043764547	4.551625022	9.851577268	0.001696862	0.032382715	
MYLK	-1.723656856	3.474363393	9.84984639	0.001698459	0.032382715	
XK	-1.32287603	3.614847461	9.849435889	0.001698838	0.032382715	
EPSTI1	-0.513416261	7.215634293	9.842000446	0.001705719	0.032471256	
TMEM150B	-1.055873176	3.627012506	9.831358984	0.001715615	0.032616904	
TLL2	1.680246365	2.540773051	9.818570606	0.001727586	0.032801542	
ELANE	1.387257244	1.709114317	9.80900236	0.001736597	0.032929594	
LOC101906828	1.399266508	0.489161272	9.804070696	0.00174126	0.03297497	
CPZ	1.09791444	1.489268007	9.798717946	0.001746336	0.03302803	
ERICH6B	-3.776129773	-0.803654795	9.794817283	0.001750044	0.033055122	
ZSCAN2	0.770037563	2.274242858	9.788362801	0.001756198	0.033128272	
CREB3L1	1.286620663	3.949265862	9.775834238	0.001768205	0.03331151	
LOC104972200	1.520339693	1.489642033	9.768264514	0.0017755	0.033405613	
LOC100848375	-1.08291343	5.759175894	9.755423684	0.001787944	0.033596237	
FMNL3	0.552587802	5.178001462	9.746208132	0.00179693	0.033721457	
PLCB4	1.482545727	1.367948496	9.712019488	0.001830667	0.034304644	
ZNRF1	0.638965769	6.03498105	9.708539656	0.001834137	0.034304644	
KCNMB4	0.883769334	2.326806334	9.704650759	0.001838023	0.034304644	
DESI1	-0.422304146	4.829903567	9.703947582	0.001838726	0.034304644	
TMEM167A	-0.43755969	6.044199785	9.702859155	0.001839815	0.034304644	
PARPBP	-0.897104144	2.033532028	9.698946095	0.001843737	0.034328449	
LOC101907084	-0.817115276	2.905416911	9.696503967	0.001846189	0.034328449	
GPR141	-0.914412796	2.757923713	9.694521293	0.001848182	0.034328449	
GRIN3A	-1.210101586	2.980505142	9.688164093	0.001854587	0.034403427	
LOC104970876	-1.831116786	2.495897385	9.684220962	0.001858572	0.034417572	
ENAH	0.736915786	3.590325599	9.682721517	0.001860089	0.034417572	
C8H8orf58	2.059323331	-0.542142399	9.666031945	0.001877063	0.034687455	
LOC515917	-2.807359044	4.216877843	9.648781392	0.001894772	0.034970228	
LOC101907852	0.897630527	2.849650883	9.638953991	0.001904937	0.035109335	
LOC783163	0.678513585	4.30313591	9.634772847	0.001909278	0.035109335	
LRRC32	1.277482413	1.188847074	9.634500733	0.001909561	0.035109335	
ENKUR	1.347746178	1.475372595	9.628638787	0.001915665	0.03517704	
BRINP1	1.337658112	0.090965574	9.623738096	0.001920784	0.035226496	
LOC104974259	1.231716294	0.775034167	9.585452877	0.001961251	0.035923284	
TERT	0.702393121	3.424327204	9.571923656	0.001975756	0.036143404	
AGPAT5	-0.524116411	4.220253217	9.557296845	0.001991562	0.036386708	
TGFB3	0.917989983	1.397005898	9.551578064	0.001997776	0.036454391	
TREML1	-2.452528811	4.363313603	9.536936153	0.002013776	0.036700251	
SPOCK2	0.448487244	9.233152655	9.52759274	0.002024054	0.03684134	
TIE1	0.913391381	2.488606734	9.503520164	0.002050781	0.037281091	
LOC617396	1.155410034	0.391997846	9.499250085	0.002055559	0.037321242	
RABL3	-0.485676555	4.01016763	9.481851373	0.002075144	0.037629805	
LOC100847780	-1.019875677	2.654574614	9.47889873	0.002078487	0.037643421	
CD47	-0.423101268	9.235447416	9.475847096	0.002081947	0.037659134	
ZNF771	-0.635122159	3.533183535	9.454543694	0.002106267	0.038051649	
ZCWPW1	0.755861142	3.592737285	9.44619111	0.00211588	0.038177843	
ABO	-0.949001395	2.65441255	9.439046622	0.002124139	0.038279301	
LOC104973832	-1.774290208	0.994278189	9.431633259	0.002132743	0.038386724	
GP6	-1.739068879	2.666363469	9.429143433	0.00213564	0.038391304	
CISH	-0.526545579	5.168580148	9.424425066	0.002141142	0.038442633	
C10H15orf57	-0.380030365	6.164261176	9.421489829	0.002144572	0.038456679	
ESPNL	0.777683758	4.608179092	9.415171489	0.002151974	0.038511155	
CRYBG3	-1.101868121	1.664676995	9.413999903	0.00215335	0.038511155	
LOC104975044	1.108644235	0.929260958	9.412115278	0.002155564	0.038511155	
BOLA-DMB	-0.638077627	8.567450334	9.400789197	0.002168921	0.038688672	
DRAM1	-0.880772327	4.129326267	9.399178059	0.002170827	0.038688672	
LUC7L	0.506154522	7.925382994	9.39219133	0.002179116	0.038751959	
MEX3B	0.86433911	2.272274806	9.390611941	0.002180994	0.038751959	
C16H1orf21	-1.114477968	5.200029591	9.389445298	0.002182382	0.038751959	
LTC4S	-2.407190765	3.425468935	9.381821177	0.002191477	0.038796691	
KIAA0226L	0.507382351	6.707562387	9.381415357	0.002191962	0.038796691	
MEGF8	0.539529115	5.729145702	9.380619331	0.002192915	0.038796691	
PARP3	-0.911253688	3.779976064	9.375772653	0.00219872	0.03885208	
VASH1	-0.925310178	4.266766438	9.350329461	0.002229454	0.039336097	
OAS1X	-2.412179773	5.185292656	9.348625215	0.002231528	0.039336097	
SERP1	-0.452400119	6.28860369	9.316702706	0.002270743	0.039978832	
RET	-0.925749877	2.21181337	9.281630508	0.002314633	0.040702233	
ADCY9	-0.804403212	4.17629696	9.26752408	0.002332528	0.040967315	
IRAK4	-0.445120793	6.45536477	9.22440604	0.002388102	0.041892723	
POMT1	0.568024945	4.315580375	9.219616003	0.002394358	0.041910805	
ZBTB25	0.696278309	5.756384735	9.219198895	0.002394903	0.041910805	
MME	-1.536537507	1.065379602	9.195447856	0.002426177	0.042407009	
PCBP4	0.650145686	4.602826896	9.192466535	0.002430132	0.042425081	
SH2D1B	-1.044559962	4.215745402	9.163156784	0.002469362	0.043058208	
NRP1	-0.828638088	5.715970373	9.159929631	0.002473721	0.043072308	
LOC512286	-0.718309896	6.024792214	9.158169222	0.002476102	0.043072308	
DMBT1	-2.807700358	2.207879564	9.136268188	0.002505917	0.043538809	
LOC100847700	-0.630921171	4.545362557	9.128860459	0.002516084	0.043663224	
IL18R1	-0.933933443	2.483882913	9.124267183	0.002522409	0.043720754	
ISYNA1	1.071796146	1.00980766	9.120879203	0.002527085	0.043749591	
LOC515697	-0.688537849	7.234943122	9.117020013	0.002532422	0.04378979	
FAM96A	-0.515549603	6.019021619	9.103379676	0.002551376	0.04406509	
CPSF2	-0.371606626	6.139900928	9.095453645	0.002562456	0.04416459	
FAM131B	0.865767428	3.298959663	9.094909791	0.002563219	0.04416459	
CDC42BPA	0.890225475	3.097107266	9.084279188	0.002578161	0.044369414	
TGM2	-1.743697182	4.709940045	9.073951123	0.002592762	0.044567899	
LOC107132738	0.487596671	6.213079648	9.068887638	0.002599952	0.044638652	
KIF1C	-0.527407394	5.270490349	9.064225857	0.002606589	0.044699764	
MFSD11	-0.652817656	5.565644952	9.056703247	0.002617335	0.044774167	
PLXNA3	0.888951799	3.286919067	9.053668725	0.002621682	0.044774167	
TRPC3	-1.529438479	0.141558901	9.052888184	0.002622802	0.044774167	
TNFRSF8	-0.966310643	2.56393642	9.0512682	0.002625127	0.044774167	
MTMR12	0.427807091	4.984336215	9.050423265	0.00262634	0.044774167	
MAPK6	-0.436553012	6.135791263	9.044333226	0.002635103	0.044870895	
LGALS9	-0.5151009	8.188392816	9.025964474	0.002661714	0.045270964	
ABAT	-0.992145087	3.045523307	9.021895391	0.002667646	0.045318786	
ALAS1	-0.517132296	5.3034058	9.008254864	0.002687629	0.045553475	
LOC781977	-1.593131527	3.938239245	9.007257726	0.002689096	0.045553475	
CPNE5	1.259084266	0.580735848	9.0045523	0.00269308	0.045553475	
TLE1	0.77423974	3.882037599	9.003923754	0.002694006	0.045553475	
CASP1	-0.706877497	6.300244659	8.987378107	0.002718508	0.045914331	
AXL	-1.277807606	2.312338981	8.982081691	0.002726399	0.045994124	
STAMBP	-0.358446977	5.262523708	8.978585711	0.00273162	0.046028747	
ASB2	-1.308102898	1.218700472	8.937603908	0.002793589	0.047018407	
CARD10	-1.591118259	2.460239228	8.934580522	0.002798217	0.047041789	
PTGIR	-2.519643422	-0.387059299	8.92963755	0.0028058	0.047062964	
ZUFSP	-0.454095316	5.569035764	8.929132557	0.002806576	0.047062964	
LOC104972617	1.181403103	0.475458549	8.927427571	0.002809197	0.047062964	
HSPA12B	0.863943618	1.0111571	8.923817007	0.002814756	0.047101767	
DISC1	-0.891173242	3.496135044	8.913073194	0.002831364	0.047296589	
FAM160A2	0.415107396	5.79390347	8.912075579	0.002832911	0.047296589	
SDC4	-0.828830485	1.697462101	8.895896383	0.002858123	0.047662722	
LOC100335514	3.592050577	-0.185285431	8.875418158	0.00289036	0.048123295	
MRPS36	-0.538669317	4.022472589	8.874150874	0.002892367	0.048123295	
LOC407204	1.018048139	2.415273341	8.870727781	0.002897796	0.048128011	
ZBTB7B	-0.524387615	6.653884409	8.869794493	0.002899278	0.048128011	
ESYT3	-1.812494535	1.900442346	8.864716087	0.002907355	0.048134334	
ACOT13	-0.405346518	4.946282883	8.861955377	0.002911755	0.048134334	
SCP2	-0.512724536	7.772483664	8.858187806	0.002917771	0.048134334	
TLR8	-0.857224126	6.785957789	8.856532047	0.002920419	0.048134334	
SASH1	-1.659864739	-0.161968256	8.855242894	0.002922482	0.048134334	
ATP6AP2	-0.467647929	7.097059843	8.854282196	0.002924021	0.048134334	
DUSP22	0.555959035	4.109881347	8.852718888	0.002926526	0.048134334	
TRIM38	-0.5617868	6.327401682	8.850953296	0.002929359	0.048134334	
IPO11	0.571816098	6.096846554	8.850875282	0.002929484	0.048134334	
LTBP1	0.788304451	4.905049946	8.842609535	0.002942781	0.048298182	
LOC785745	4.728744267	-0.717052691	8.835504175	0.00295426	0.04843186	
ADAMTS2	-0.689081744	5.138436661	8.83284596	0.002958566	0.048447775	
LOC104970955	-2.011669464	2.277050433	8.828217168	0.00296608	0.04851612	
CYCS	-0.537368004	5.582935908	8.823596218	0.002973601	0.048558743	
ZNF37A	1.000683157	2.11817643	8.821606051	0.002976845	0.048558743	
CCDC114	0.80001187	3.194868893	8.818803	0.002981422	0.048558743	
LRIG1	0.633594594	4.74532931	8.817393325	0.002983726	0.048558743	
PBX4	-1.000798497	2.809228859	8.81549532	0.002986831	0.048558743	
ITGAE	0.39517935	5.279078313	8.81432675	0.002988745	0.048558743	
TRAF3IP2	0.524053941	4.809460972	8.807459872	0.003000014	0.048687378	
C10H15orf52	-1.131179102	2.209594705	8.797967135	0.003015664	0.048867578	
ID3	0.814064779	6.338745304	8.795109657	0.003020391	0.048867578	
EFHB	0.790329154	4.011704867	8.794614554	0.003021211	0.048867578	
TOMM34	0.373826714	5.810100402	8.787102284	0.003033678	0.048963828	
DAAM1	-0.460320482	5.266365506	8.786966528	0.003033903	0.048963828	
EPB41L1	0.908264236	1.647908511	8.775782666	0.003052561	0.049210273	
MAPK8IP3	0.391731526	5.809400043	8.770500664	0.003061414	0.049215223	
TOMM40L	-0.6217473	3.627206059	8.770054928	0.003062162	0.049215223	
LOC104973218	0.821676274	3.876595877	8.768655176	0.003064513	0.049215223	
C1S	-2.157864843	-1.080682299	8.765518505	0.003069788	0.049215223	
LOC104968958	-3.740165955	-0.126917567	8.765505309	0.00306981	0.049215223	
BAZ1A	-0.394598471	7.57699013	8.754634872	0.003088162	0.049454854	
PTPRR	-0.996081751	2.602010885	8.747228029	0.00310073	0.049601439	
ZNF605	0.533829165	5.069464647	8.742407421	0.003108938	0.049678024	
IRS2	0.666801778	5.304189999	8.740288071	0.003112553	0.049681141	
BFSP2	-0.708449168	3.500423916	8.73610628	0.0031197	0.049740549	
ASIP	-0.884353795	2.536618549	8.727440335	0.003134562	0.049829071	
GGT1	0.896804552	1.83099387	8.727005531	0.00313531	0.049829071	
PRKCD	-0.525152492	6.553027931	8.726869701	0.003135544	0.049829071	
PARP10	-0.545876646	6.880516055	8.719406791	0.003148405	0.049978774	
PSMA2	-0.499538372	6.814919325	8.716880766	0.00315277	0.049993432	
