genes	logFC	logCPM	LR	PValue	FDR								
SAMD4A	0.890001703	2.448646143	14.68510321	0.000127046	0.00255112								
KCNK13	-0.815480501	3.495044606	14.68340754	0.000127161	0.00255112								
TMEM50B	0.419975749	6.352386123	14.6783575	0.000127502	0.002553446								
CIZ1	-0.579642345	5.54683511	14.67648937	0.000127628	0.002553446								
PRKRA	-1.096656199	3.106435831	14.6646695	0.000128431	0.002565974								
RLTPR	-0.581577797	6.177972016	14.63748407	0.000130297	0.002599676								
LOC104968902	-2.096741207	0.885126244	14.63007476	0.00013081	0.002606336								
TGFB3	-1.012630648	1.397005898	14.62740956	0.000130995	0.002606449								
RPH3AL	-0.79657045	3.1385446	14.62356508	0.000131263	0.002608199								
XRN2	0.409959354	6.949140769	14.6190453	0.000131578	0.00261089								
MCFD2	0.551487346	6.261164142	14.59783059	0.000133068	0.002636243								
LGALS8	0.731524503	5.587654165	14.59569166	0.000133219	0.002636243								
DDX58	1.100694461	6.417268657	14.58928045	0.000133673	0.002638691								
MYCN	-2.013395852	-0.496850966	14.58881495	0.000133706	0.002638691								
LOC104972052	1.802460302	3.593430767	14.57578844	0.000134633	0.002653391								
SPOCK2	-0.493743708	9.233152655	14.55964163	0.000135792	0.0026726								
LOC781977	1.707113482	3.938239245	14.54360572	0.000136953	0.002691796								
SPTLC1	0.439600306	6.197060412	14.53792224	0.000137366	0.00269628								
LOC101905065	-1.612286764	3.251666811	14.52953331	0.000137979	0.002704657								
ZNF697	1.045454126	1.22971412	14.52267744	0.000138482	0.002710859								
ZNF575	-0.745026947	3.055424838	14.50781912	0.000139579	0.002724513								
SDHD	0.49844425	6.354225482	14.50581925	0.000139727	0.002724513								
NME8	1.841179126	1.078880566	14.50561123	0.000139743	0.002724513								
LOC782367	1.387653448	3.419289333	14.47736726	0.000141854	0.002761964								
ANKRD22	1.133160368	3.410471484	14.4697375	0.000142429	0.002769462								
FAM46A	0.654107223	6.297621294	14.44322516	0.000144449	0.002804966								
ZFP37	-1.031320049	1.736346583	14.42328979	0.000145986	0.002828569								
C15H11orf49	-1.135276299	1.609136099	14.422415	0.000146053	0.002828569								
BNIP2	0.552013886	6.934246649	14.41917633	0.000146305	0.002829665								
TNFSF10	0.939900916	6.62696269	14.40693114	0.000147259	0.002844337								
IL27RA	-0.564254319	8.019983265	14.38603169	0.000148903	0.002869997								
ZEB1	-0.55033992	5.352121436	14.38501781	0.000148983	0.002869997								
CCDC106	-0.974553723	2.864331848	14.36726219	0.000150394	0.002893351								
KCND1	-0.661654659	4.208973321	14.36075645	0.000150915	0.002895977								
BOLA-DMB	0.679982539	8.567450334	14.36057282	0.00015093	0.002895977								
INSL3	-1.900164446	-0.375398813	14.35794985	0.00015114	0.002896189								
GK5	0.619381936	3.90363735	14.3501058	0.000151771	0.002904448								
NOD1	0.78874432	4.275720771	14.3409289	0.000152513	0.002914308								
HHLA2	2.619890552	0.990236339	14.3387709	0.000152688	0.002914308								
GZMK	1.831900276	0.610401364	14.32304322	0.000153969	0.0029349								
CD47	0.450877306	9.235447416	14.30385518	0.000155546	0.002959037								
OLFM4	-1.482615758	1.142645009	14.30269013	0.000155642	0.002959037								
LOC788997	-0.9848198	1.95782212	14.29047827	0.000156655	0.002972263								
LOC512684	-0.828209039	4.331582369	14.28937393	0.000156747	0.002972263								
UBE2G1	-0.865821095	7.620605947	14.25650165	0.000159509	0.003019275								
FES	0.631914076	5.87885597	14.2549285	0.000159642	0.003019275								
MAPK6	0.474742317	6.135791263	14.24792465	0.000160237	0.003026591								
LAMP1	0.72001422	8.517711469	14.24026913	0.000160891	0.003034981								
HRH2	-0.947057984	5.93805073	14.23355679	0.000161465	0.003041874								
LOC101907127	-0.849502201	2.758300456	14.22682238	0.000162044	0.003048825								
VPS35	0.43792847	6.986762845	14.2059051	0.000163856	0.003078915								
TERT	-0.763291325	3.424327204	14.1946346	0.00016484	0.00309341								
RFESD	1.408951261	2.060817828	14.18788748	0.000165432	0.003100516								
TIAM1	-0.492153422	6.728568446	14.14369521	0.000169364	0.003170114								
XK	1.333965461	3.614847461	14.14115648	0.000169592	0.003170309								
OAT	0.506732689	6.091454914	14.1338495	0.000170252	0.003173025								
CHN2	-0.903773711	2.713877503	14.13276765	0.00017035	0.003173025								
MS4A8	-0.856543237	6.083395541	14.13229634	0.000170393	0.003173025								
NMI	0.677466426	6.870742811	14.09360464	0.000173934	0.003231378								
NUDT11	-1.777413957	-0.035281754	14.09319994	0.000173972	0.003231378								
TSKU	-1.294552432	1.191105296	14.08934011	0.000174329	0.00323388								
ABCG2	-0.733676243	3.566305603	14.0840702	0.000174818	0.003238817								
ZBTB47	1.092350947	2.60648931	14.05182794	0.000177841	0.003290578								
AEBP1	-0.781572422	3.473744908	14.04945958	0.000178065	0.003290578								
VPS36	0.423278017	6.01270626	14.04479991	0.000178507	0.00329455								
LOC104973494	-1.352133487	3.456439107	14.03690812	0.000179257	0.003304206								
GPD1	-0.75143794	3.269096535	14.03095881	0.000179825	0.003310475								
TMEM150B	1.072619011	3.627012506	13.97629891	0.00018513	0.003403202								
AMT	-0.671992175	5.078117639	13.97425554	0.000185331	0.003403202								
LOC783163	-0.730099257	4.30313591	13.96234993	0.000186508	0.003420498								
ZDHHC14	0.814851337	3.896309637	13.95994838	0.000186747	0.003420551								
LOC100848921	-1.662926271	0.298887264	13.95754938	0.000186985	0.003420605								
M6PR	0.423994628	7.466795418	13.93424244	0.000189318	0.00345534								
PCIF1	-0.46811158	5.767808331	13.9338272	0.00018936	0.00345534								
ARHGAP21	0.769127928	4.152391009	13.91872754	0.000190887	0.003478838								
RAB27A	0.993308308	8.746532555	13.90616799	0.000192167	0.003497773								
CD247	-0.876521113	8.796574267	13.90370971	0.000192418	0.003497967								
LAT	-0.694324181	7.259683505	13.85360548	0.000197617	0.003587988								
FAM129C	0.53406178	6.50886433	13.84239678	0.000198799	0.003604947								
LOC100336396	1.142338693	1.251046523	13.83638922	0.000199436	0.003611981								
DNM1	-0.713839999	5.51281582	13.83118378	0.000199989	0.003613962								
DBP	-0.628916851	4.423407329	13.830679	0.000200043	0.003613962								
PLEKHB1	2.422235287	0.726599559	13.78923272	0.000204505	0.00368998								
PAGR1	-0.514712203	5.829822871	13.78162613	0.000205335	0.003698553								
PARP3	0.94507569	3.779976064	13.78021158	0.000205489	0.003698553								
LOC104971726	1.470051135	0.655135108	13.75964525	0.000207751	0.003733003								
ADGRA1	-1.610952603	0.397773604	13.75814504	0.000207917	0.003733003								
FAM171B	-1.215797618	2.358722403	13.738369	0.000210118	0.003767854								
COL11A2	-1.298704792	4.210290156	13.73235341	0.000210792	0.00377528								
IRAK3	0.912696197	4.392099451	13.68941051	0.000215667	0.003857839								
DAAM2	-1.831901876	0.33079628	13.68316885	0.000216385	0.003864004								
TMTC4	0.522176191	4.665222501	13.68179226	0.000216544	0.003864004								
EIF2AK2	0.925442812	7.273690028	13.6475845	0.000220525	0.003930213								
FZD4	1.504675075	0.386870453	13.63879102	0.00022156	0.003943823								
RBMS2	-0.680864214	3.663003335	13.61040635	0.000224935	0.003999001								
C23H6orf25	1.80162648	8.543440758	13.60333937	0.000225784	0.004007938								
GJB2	1.12535664	2.355889136	13.60162566	0.00022599	0.004007938								
LOC100336807	0.585331272	4.221541396	13.57124754	0.000229677	0.004068358								
DOK2	0.575302416	6.626827914	13.56367007	0.000230606	0.00407984								
MROH1	-0.596644839	5.580878017	13.55764736	0.000231347	0.004087973								
BOLA-DRB3	0.719219504	10.20848536	13.54454463	0.000232968	0.004111609								
CLU	1.940075395	6.966045893	13.53938886	0.000233608	0.004117916								
GAS2L1	0.953441868	4.568986479	13.49285492	0.000239474	0.004216186								
DUSP1	0.562431176	6.441941797	13.45999556	0.000243704	0.004285479								
RNF207	-1.368850525	1.065929372	13.432065	0.00024736	0.004343569								
LOC107132738	-0.52817764	6.213079648	13.42921216	0.000247736	0.004343569								
ICOSLG	0.599400188	5.187127583	13.42793447	0.000247905	0.004343569								
HSPH1	0.580949313	5.868035285	13.42169047	0.000248731	0.0043528								
MMP19	0.894360851	3.380474253	13.39001765	0.000252967	0.004421595								
PRCP	0.44372684	4.897938869	13.37416145	0.000255115	0.004448465								
WDR13	-0.491030004	5.852122774	13.37414598	0.000255117	0.004448465								
MT1E	1.381254353	0.371760188	13.36198187	0.000256777	0.004463156								
ATP5C1	0.409981952	7.069642239	13.36175708	0.000256808	0.004463156								
TLR8	0.902567418	6.785957789	13.36121995	0.000256881	0.004463156								
KIAA0930	0.521457962	6.908976678	13.3541067	0.000257857	0.004474764								
LOC104974750	1.853869169	6.582236381	13.34633557	0.000258928	0.004483138								
GAREM1	-1.086473702	2.151118345	13.34612503	0.000258957	0.004483138								
MLLT11	-0.789476004	3.847187791	13.34370382	0.000259292	0.004483586								
RAB11FIP5	0.737808333	3.952175884	13.33999718	0.000259805	0.004487115								
LAMTOR3	0.452996501	6.051215683	13.33754599	0.000260145	0.004487648								
AKAP8L	-0.5044199	6.640203902	13.31839314	0.000262815	0.004528342								
NHLH2	-4.435704414	-0.809234271	13.29506768	0.000266105	0.004579595								
RRP1	-0.42829717	5.123497013	13.28362126	0.000267735	0.004602188								
DSTN	1.83212402	6.122971589	13.2458522	0.000273184	0.004690299								
CPNE9	-0.902502063	1.894637566	13.23531112	0.000274724	0.004711181								
RTP4	1.06199513	3.765456876	13.22391514	0.0002764	0.004734322								
PDGFRA	2.030277262	0.541157978	13.17766153	0.000283306	0.004846903								
UQCRB	0.532757171	5.783943241	13.13919614	0.000289182	0.004941608								
LOC107131580	-0.862126585	2.213895592	13.12259651	0.000291755	0.004979726								
NLRP1	0.578246405	6.073683109	13.11745594	0.000292557	0.004987548								
ATP13A3	0.889798268	5.832898309	13.10055905	0.000295208	0.005026836								
ADM	2.363850825	-0.878990629	13.09528354	0.00029604	0.00503511								
CDC42EP4	0.864196081	3.767947548	13.07793109	0.000298795	0.005076025								
LOC100300223	-1.002873004	4.268546336	13.07438662	0.000299361	0.005079698								
ITGB1	0.512741917	9.082936307	13.06765113	0.00030044	0.005092049								
MEN1	-0.412668839	5.814851352	13.06287561	0.000301207	0.005099098								
CDK14	-0.91046234	4.914287448	13.05227638	0.000302916	0.005122066								
ATAD1	0.545690026	6.83144373	13.04352872	0.000304334	0.005140062								
FBF1	-0.555165629	4.336390128	13.03161408	0.000306276	0.005166859								
MRVI1	2.013294059	1.329254756	13.00900868	0.000309996	0.005223541								
PIK3R3	-0.963608195	2.61770118	13.00644966	0.00031042	0.005224623								
MUS81	-0.467074291	4.564138367	12.97630489	0.000315458	0.005303271								
CSF1	1.391200972	3.800576933	12.96898672	0.000316693	0.005317886								
CXHXorf65	-0.842710569	2.403539311	12.9601186	0.000318197	0.005336965								
HPRT1	0.580266696	6.724883209	12.93098112	0.000323188	0.00541443								
ZNHIT3	-0.399893004	5.767164334	12.92227915	0.000324694	0.005428142								
ANO9	-0.963390475	1.763293057	12.92193333	0.000324754	0.005428142								
SCIN	0.993762646	3.635300893	12.9139441	0.000326143	0.005445094								
SH3GLB2	-0.526581802	5.810140627	12.90027744	0.000328533	0.0054787								
KLHL22	-0.603103823	7.336647969	12.89787993	0.000328955	0.005479432								
PTPRR	1.032138317	2.602010885	12.8877705	0.000330736	0.005502798								
CASP8	0.414379285	6.767313255	12.87375009	0.000333223	0.005537834								
GFRA4	-1.234230022	0.429219247	12.87101326	0.000333711	0.005539601								
PLIN2	0.746553258	5.666989699	12.86577027	0.000334647	0.005548801								
FHL1	1.460456964	7.893080916	12.8608445	0.000335529	0.005557082								
DLEC1	-0.792396127	2.517175225	12.85619636	0.000336364	0.005564557								
CDAN1	-0.515482148	4.537905639	12.84700581	0.00033802	0.005585593								
LOC509283	1.081409245	8.051542511	12.84273394	0.000338792	0.005591997								
RRP1B	-0.513438266	5.612992239	12.82321579	0.000342345	0.005639828								
L3MBTL3	0.431355803	5.127073983	12.82254987	0.000342467	0.005639828								
GRAMD1A	-0.488103729	5.405350835	12.8015021	0.000346341	0.005697175								
GPR31	1.455366173	0.644260316	12.76100913	0.00035392	0.005815256								
IL18R1	0.942312387	2.483882913	12.75628805	0.000354814	0.005823365								
EVL	-0.490358439	8.624387691	12.74831148	0.000356331	0.005841652								
LY6G5B	-0.91501461	1.926960043	12.72316841	0.000361153	0.005914039								
LOC511936	1.023634708	2.770820352	12.71856883	0.000362043	0.005921926								
TREML1	2.322005558	4.363313603	12.71143552	0.000363426	0.005932185								
ITGA4	0.686648416	8.319794287	12.71112481	0.000363487	0.005932185								
JAZF1	-0.888087879	3.399053772	12.69756423	0.000366132	0.005968653								
TMEM106A	0.496268441	5.985861044	12.69204604	0.000367214	0.005979582								
LOC515676	3.163525887	-0.334802278	12.68939264	0.000367736	0.005981367								
CDC34	-0.457963949	5.231087708	12.68598827	0.000368406	0.005985564								
SIGIRR	-0.543608898	6.73589454	12.67011875	0.000371546	0.006028829								
BTG1	-0.478987309	9.496238709	12.66834363	0.000371899	0.006028829								
TCAF1	-0.958597109	4.379704672	12.65898891	0.000373764	0.00604763								
ATP7A	0.529527172	6.748911966	12.65835362	0.000373891	0.00604763								
LTC4S	2.292051074	3.425468935	12.65227033	0.00037511	0.006055206								
LPCAT4	-0.453917857	6.066708808	12.65185372	0.000375193	0.006055206								
GUK1	-0.51325484	7.053669639	12.60777399	0.000384146	0.006192804								
MTURN	0.905636334	6.971167598	12.5998588	0.000385776	0.006212189								
CHPF	-0.588656585	4.443054585	12.59517982	0.000386743	0.006220864								
F13A1	0.768319372	10.21947442	12.58978188	0.000387861	0.006231955								
LOC786914	-1.236426845	0.96649066	12.58553017	0.000388745	0.006239246								
SOCS1	0.892822674	2.489796297	12.56377459	0.000393297	0.006294399								
LOC104968751	-1.487534568	1.007115778	12.5602218	0.000394045	0.006294399								
PTPRF	-0.757764929	4.981351852	12.5601563	0.000394059	0.006294399								
ACKR2	1.243257457	0.925278906	12.55869889	0.000394366	0.006294399								
DERA	0.493619111	5.832726344	12.55813811	0.000394485	0.006294399								
ANKRD33	1.821294	-0.49294496	12.5567335	0.000394781	0.006294399								
LOC530437	3.817206251	3.874197364	12.54417983	0.000397442	0.006329878								
JUN	0.586972947	6.310263119	12.52741739	0.000401024	0.006379923								
ISG15	2.226235033	6.140374963	12.51876574	0.000402885	0.006401918								
BLOC1S5	0.368554746	5.18887141	12.51689857	0.000403288	0.006401918								
MAP3K12	-0.590198139	4.21563837	12.49412771	0.000408233	0.006473085								
PDE7B	-1.283104968	1.596492275	12.48868142	0.000409425	0.006473085								
FBXO44	-0.787864477	3.07192777	12.48820229	0.00040953	0.006473085								
LOC518495	0.511893968	8.047419355	12.48809528	0.000409554	0.006473085								
LOC101908403	1.465662224	2.578824427	12.48396189	0.000410461	0.006480372								
LOC100847245	3.961515575	3.806801016	12.47061853	0.000413403	0.006519741								
SLC44A1	0.360131071	5.675793156	12.46744407	0.000414106	0.006519879								
PDIA5	0.586338785	5.082047384	12.46652707	0.00041431	0.006519879								
LOC101905776	-2.171951901	2.82040957	12.45148554	0.00041766	0.006565481								
SCMH1	-1.10690976	2.408666128	12.44466122	0.000419188	0.006582389								
ABCB6	-0.571809448	4.061290089	12.40810589	0.000427474	0.006700645								
KCNQ4	-1.241534795	1.333723142	12.40737366	0.000427642	0.006700645								
ENDOD1	0.889853822	6.661333286	12.40132902	0.000429028	0.006715127								
GOLM1	0.7050961	4.587448708	12.37048998	0.000436173	0.006819607								
EPB41L2	0.572547439	4.36449153	12.36011997	0.000438603	0.006850217								
VCPIP1	0.660429521	6.971318453	12.35663277	0.000439423	0.006855652								
FBXO7	0.4842164	6.021819953	12.33799424	0.000443832	0.006917011								
LOC515333	0.633721645	5.414308724	12.32000277	0.00044813	0.006976515								
SERPINB1	0.508990122	5.573546854	12.31452103	0.000449448	0.006989542								
PDIA3	0.418920287	8.769626728	12.31102211	0.000450291	0.006993684								
CRTAM	-0.537833781	4.972375091	12.3094227	0.000450677	0.006993684								
EARS2	1.019268048	2.693124446	12.30446472	0.000451876	0.007004803								
ADCY9	0.794521508	4.17629696	12.30238377	0.00045238	0.00700514								
IRF5	0.477708712	7.504971123	12.26756986	0.000460898	0.00712944								
CEBPA	0.660356151	4.396497593	12.25311834	0.000464481	0.007173889								
ABCA3	0.665419026	5.541915258	12.25018493	0.000465212	0.007173889								
LOC107132998	-1.588328078	2.152004129	12.24837897	0.000465663	0.007173889								
LOC100848419	0.657585818	6.547567348	12.24803989	0.000465747	0.007173889								
LOC512869	1.157793333	3.719187138	12.24447947	0.000466637	0.007179977								
LOC518080	1.010482737	4.401633092	12.23903018	0.000468001	0.007188177								
LOC781663	1.599093296	-0.236818595	12.23840068	0.000468159	0.007188177								
LOC107133249	-1.335838668	0.775833572	12.23523337	0.000468955	0.007192786								
UBE2E3	-0.541359843	4.770241604	12.22891131	0.000470546	0.007209586								
CXCL12	-0.928155739	4.815076118	12.22251842	0.000472162	0.007226708								
KCNH8	-2.677100543	0.372720699	12.2192936	0.000472978	0.00723159								
CFP	0.730788639	6.913318916	12.20617036	0.000476317	0.007272187								
RAB38	-1.626740061	-0.385675304	12.20492604	0.000476635	0.007272187								
LOC100300510	-0.603684902	9.620635579	12.18656126	0.00048135	0.007336426								
CXCL5	1.861537502	2.848381666	12.1731671	0.000484819	0.007380951								
LOC101906408	-1.308869142	2.164573053	12.17136413	0.000485288	0.007380951								
ITPRIPL1	0.534782422	5.214082512	12.16194739	0.000487744	0.00741055								
LYZ	0.787177572	10.8421128	12.15871852	0.000488589	0.007415633								
PLCB4	-1.512340049	1.367948496	12.13703997	0.000494302	0.007494501								
NCF2	0.570282835	6.19778244	12.11159618	0.000501092	0.007589536								
ANXA6	-0.424117587	8.311147408	12.10778028	0.000502119	0.007597161								
RABL3	0.472769952	4.01016763	12.09916419	0.000504444	0.007616482								
CXCR4	-0.695841298	6.663221439	12.09916368	0.000504444	0.007616482								
LOC100337355	1.0483078	0.883058823	12.09350755	0.000505977	0.00762548								
BCL11B	-0.635184523	6.97900133	12.09308972	0.00050609	0.00762548								
MR1	0.776958611	4.996105485	12.08934435	0.000507108	0.007632896								
MEGF6	-1.533218665	0.27115077	12.08738738	0.000507641	0.007633001								
SEMA4C	-0.848494518	2.685225007	12.07480696	0.000511078	0.007670861								
OAS1X	2.254678936	5.185292656	12.07406898	0.00051128	0.007670861								
PTOV1	-0.690047329	4.323096497	12.07131519	0.000512036	0.007670861								
CORO1B	0.616521134	5.64607523	12.07045877	0.000512271	0.007670861								
LOC104970831	-1.189565635	1.698732862	12.06270064	0.000514407	0.007692757								
EPB41L1	-0.951075916	1.647908511	12.06130496	0.000514792	0.007692757								
SEPN1	0.63289127	4.702688861	12.0372794	0.00052147	0.007784538								
LOC101907242	-1.520591163	0.136162123	12.03454048	0.000522237	0.007787981								
C13H20orf202	1.042978413	0.812341647	12.03206318	0.000522932	0.00779034								
BRF1	-0.531282967	5.490661211	12.02885955	0.000523831	0.007795746								
ACTN1	-0.554216654	6.6956097	12.02614821	0.000524594	0.007799103								
NCAPH2	-0.439623047	5.831951666	12.01248759	0.000528453	0.007840701								
ETHE1	0.581881118	4.752238022	12.01242202	0.000528471	0.007840701								
GIMAP2	-0.69628477	6.188103012	12.0066382	0.000530114	0.007857046								
LOC618409	1.545060518	2.983484135	11.99765027	0.000532677	0.007886982								
WC1	-1.231496568	4.182015212	11.99041823	0.000534748	0.007908006								
TRIM25	0.791191857	5.415179886	11.98889372	0.000535186	0.007908006								
ABHD14B	-0.443366728	5.606328007	11.98565487	0.000536116	0.007913711								
CD14	0.789117837	5.746300094	11.96154771	0.000543097	0.008008619								
CMKLR1	1.110457106	3.411239774	11.95391402	0.000545327	0.008033342								
LOC613677	0.753756222	3.403170251	11.93250655	0.000551629	0.008117946								
MEGF8	-0.541580144	5.729145702	11.91688405	0.000556274	0.008178023								
NPRL2	-0.501332771	4.899753943	11.91122756	0.000557966	0.008187195								
PRAM1	-0.886870399	3.005969788	11.91102884	0.000558026	0.008187195								
BRSK2	-1.725662535	0.768365482	11.89077139	0.000564128	0.008268368								
ESYT3	1.740487937	1.900442346	11.87907042	0.000567683	0.008312088								
LOC104974758	1.561466267	4.40551339	11.87464618	0.000569033	0.008312287								
TLR4	0.76025804	6.0165594	11.87398607	0.000569235	0.008312287								
PODNL1	-0.798109614	3.735842252	11.87309653	0.000569506	0.008312287								
CRLS1	-0.47954078	6.962385254	11.87153087	0.000569985	0.008312287								
LOC100141258	0.902402154	7.604067417	11.8469368	0.000577563	0.008414342								
C15H11orf52	-2.172779524	-0.440117222	11.8430431	0.000578772	0.00842167								
FLOT2	0.430909428	5.864491114	11.84083946	0.000579457	0.00842167								
DOC2G	-1.271628864	1.461344473	11.83972091	0.000579805	0.00842167								
SMOX	1.259580606	3.930384232	11.82700765	0.000583777	0.008468345								
EMILIN2	0.800124792	7.769331545	11.8257092	0.000584185	0.008468345								
ME2	0.427515893	7.372526199	11.80935463	0.000589339	0.008534539								
BAIAP2	-0.927922885	2.726882839	11.80264424	0.000591467	0.008556824								
BAK1	0.597299014	6.19675797	11.79964266	0.000592421	0.008562103								
MAN1A1	0.426754062	7.752173426	11.79754391	0.000593089	0.00856324								
MINK1	-0.517817197	5.805109821	11.78460809	0.000597225	0.008614387								
SMAD9	-1.126386543	2.544473408	11.77944182	0.000598884	0.008622955								
LOC101905355	0.532317962	7.160391838	11.77906408	0.000599006	0.008622955								
ACAP1	-0.447632366	7.538339219	11.7740122	0.000600634	0.008637827								
LYL1	0.601091831	5.485136549	11.7707179	0.000601698	0.008644569								
NDST3	-0.927311589	2.624045551	11.75745152	0.000606001	0.008697797								
PLXNA3	-0.909096688	3.286919067	11.75259606	0.000607584	0.008705965								
ACER2	0.983136252	3.481161421	11.75202963	0.000607769	0.008705965								
LOC100848072	1.641057492	0.944649664	11.74905318	0.000608742	0.008709169								
LIPA	0.803999313	7.265462937	11.74767729	0.000609192	0.008709169								
PARP14	0.835045937	8.106152808	11.74195356	0.000611068	0.008727404								
KREMEN1	-1.191507767	2.822691108	11.73723997	0.000612618	0.008740941								
SMARCD3	-0.905295873	1.91545385	11.73352291	0.000613843	0.008749821								
LOC107133304	-1.084708782	2.62997246	11.73103925	0.000614663	0.008752916								
PTDSS1	0.343683097	6.184725378	11.71395578	0.000620331	0.00882312								
ACAP3	-0.593093631	4.528911329	11.71252737	0.000620807	0.00882312								
HSD11B1L	-0.934382092	1.617301419	11.70228351	0.000624234	0.008863153								
LOC101904125	1.494526083	1.165661017	11.68619863	0.000629654	0.008931373								
AGPAT5	0.499284148	4.220253217	11.67841782	0.000632293	0.008960052								
LOC515697	0.670566622	7.234943122	11.66816991	0.000635785	0.00900076								
LOC520336	0.903235857	4.098363215	11.66458759	0.000637011	0.009009328								
LOC104972800	-0.760273574	5.234133804	11.64652021	0.000643227	0.009088404								
LY6G6F	1.927397958	4.51411921	11.64433469	0.000643984	0.009090245								
PLEKHO2	0.445970476	7.098855594	11.62749587	0.00064984	0.009164003								
AKR7A2	0.671037234	5.374679462	11.62465516	0.000650833	0.009169108								
SDC3	1.134280668	0.805537606	11.61947604	0.000652648	0.009183286								
RAB13	1.922053217	1.338728008	11.61777535	0.000653245	0.009183286								
HGF	0.776672029	3.487408793	11.61637721	0.000653736	0.009183286								
PALM3	1.015264969	2.486738333	11.60759828	0.000656829	0.00921782								
TLL2	-1.675345261	2.540773051	11.59460456	0.000661434	0.009273489								
RBM23	-0.349451627	6.308569465	11.58908717	0.0006634	0.009292074								
ARHGEF1	-0.41832958	8.839943245	11.56849463	0.000670787	0.009386495								
DYNLT1	1.212790052	7.995517406	11.5645577	0.000672209	0.009397336								
HCK	0.641270796	7.901238794	11.5605338	0.000673665	0.00940864								
KLRG2	2.402372582	-1.443684004	11.55861407	0.000674361	0.009409312								
APOBEC3A	1.74460662	4.608908629	11.55642547	0.000675155	0.009411353								
DUSP22	-0.564531525	4.109881347	11.55347553	0.000676227	0.009417259								
ASPRV1	-1.544567818	0.252900162	11.5461933	0.000678881	0.009445161								
LOC100847934	-1.044228426	0.741099355	11.53411317	0.000683307	0.009497636								
PROSC	0.438684581	4.522141348	11.53061885	0.000684592	0.009506407								
DNASE1	-0.49160033	4.726691453	11.51919619	0.000688812	0.009555864								
DIRAS3	-1.751916237	0.108498603	11.51285627	0.000691165	0.009579361								
HBA1	-3.003098151	7.25304677	11.50676258	0.000693434	0.009601654								
GLCCI1	-0.511953022	6.120244251	11.50016723	0.000695899	0.009626607								
HBA	-2.99932256	7.256643339	11.49799358	0.000696714	0.009628701								
KLHDC3	-0.462669846	5.874000115	11.47219518	0.000706452	0.009754005								
S100A1	1.719972699	4.893564647	11.46887155	0.000707716	0.009762185								
NAGK	0.475569284	6.487294855	11.46562635	0.000708953	0.009769969								
WC1-12	-0.95217443	5.914892045	11.42405569	0.000724993	0.009981534								
LOC531557	0.654254967	5.152340471	11.41778874	0.000727442	0.010005775								
LMNA	1.076666388	4.012125853	11.41149895	0.000729909	0.010030209								
OAS2	2.414875117	4.704797034	11.40875094	0.00073099	0.010035562								
PARP10	0.539061465	6.880516055	11.38833966	0.000739066	0.010134274								
TCEA2	-0.940850626	1.420677329	11.38705911	0.000739575	0.010134274								
TNFRSF8	0.923305428	2.56393642	11.38471857	0.000740508	0.010137488								
STX18	0.408560279	4.434672761	11.37397633	0.000744803	0.010186684								
C1QC	0.970729781	4.75606722	11.35820338	0.000751155	0.010263894								
LOC788634	-1.753738861	6.916801487	11.34677937	0.000755789	0.01031109								
CD3E	-0.542434589	9.020058056	11.34619201	0.000756028	0.01031109								
SPECC1L	-0.476335778	5.696460057	11.34031913	0.000758423	0.010334046								
GNGT2	1.491673728	-0.587474595	11.33565084	0.000760332	0.010340305								
CERS2	0.396983567	7.195277399	11.33423043	0.000760914	0.010340305								
PLAU	0.508834367	4.886653359	11.33397581	0.000761018	0.010340305								
TMEM204	-0.464150013	5.382670059	11.33074742	0.000762342	0.010348616								
DDX1	0.371324037	7.217716128	11.32846587	0.000763279	0.010351664								
RGS14	-0.361617558	7.630147938	11.32612338	0.000764243	0.010355062								
IPO11	-0.577024871	6.096846554	11.32020772	0.000766681	0.010371014								
AKR1B1	-0.674749499	3.755166553	11.3198039	0.000766848	0.010371014								
MIER2	-0.522183362	4.272119188	11.30986797	0.000770963	0.010416959								
LUC7L	-0.494734335	7.925382994	11.3066671	0.000772293	0.010421706								
ROR2	1.391616001	0.999513495	11.30557081	0.000772749	0.010421706								
FXYD4	1.781245571	8.350870701	11.30160662	0.000774401	0.010434293								
GABBR1	-1.045070483	3.708542305	11.29517301	0.000777089	0.010460808								
CDH24	-0.923372956	2.271161107	11.27979309	0.000783553	0.010529694								
SYCP1	-1.11744738	1.237466179	11.27904346	0.000783869	0.010529694								
LOC104970076	-1.396365892	2.446274762	11.27783287	0.000784381	0.010529694								
CARD11	-0.471506943	6.820024066	11.26507992	0.000789788	0.010592491								
C13H20orf196	-0.530845456	4.127451662	11.2624297	0.000790916	0.010597839								
TIE1	-0.891023184	2.488606734	11.25429044	0.000794392	0.010631201								
ND6	0.61890109	5.561701831	11.25317381	0.00079487	0.010631201								
PRPF40B	-0.625043973	3.759773473	11.23936205	0.000800807	0.010700753								
SNAPC4	-0.478593713	5.054982298	11.23701676	0.000801819	0.010704435								
RBM11	1.110191999	3.502738132	11.23194942	0.000804011	0.010723845								
MNS1	-0.806937754	2.383648988	11.22986044	0.000804917	0.010726073								
LOC513767	-0.629334422	3.628531952	11.22553587	0.000806795	0.010741241								
CCDC88A	0.557458862	6.289046957	11.20760612	0.000814627	0.010835589								
TCAIM	-0.62132391	3.229121967	11.20483236	0.000815846	0.010841869								
PDXDC1	0.351667217	5.412279951	11.19680992	0.000819381	0.010870569								
